,ResponseId,MainBranch,Employment,Country,US_State,UK_Country,EdLevel,Age1stCode,LearnCode,YearsCode,YearsCodePro,DevType,OrgSize,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSys,NEWStuck,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,NEWOtherComms,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,SurveyLength,SurveyEase,ConvertedCompYearly
65316,65317,I am a student who is learning to code,"Independent contractor, freelancer, or self-employed",Indonesia,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification;Colleague;Books / Physical media",5,,"Developer, mobile;Developer, front-end;Developer, full-stack;Developer, back-end;Student",,,,,C#;C++;Java;JavaScript;Kotlin;PHP;Python,C#;C++;Java;JavaScript;Kotlin;Node.js;PHP;Python;TypeScript,MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,Elasticsearch;Firebase;MariaDB;MongoDB;MySQL;SQLite,Heroku;IBM Cloud or Watson,Google Cloud Platform;IBM Cloud or Watson,jQuery;Laravel;Vue.js,FastAPI;Laravel;React.js;Symfony;Vue.js,.NET Framework;Keras;NumPy;TensorFlow,.NET Core / .NET 5;Flutter;Keras;NumPy;Pandas;Qt;React Native;TensorFlow,Git,Deno;Docker;Git;Kubernetes,Android Studio;IntelliJ;NetBeans;Notepad++;PyCharm;Sublime Text;Visual Studio;Visual Studio Code,Android Studio;IntelliJ;IPython/Jupyter;PyCharm;Visual Studio Code,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Play games;Panic,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,Neutral,Yes,18-24 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,
65346,65347,I am a developer by profession,Employed full-time,Indonesia,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,School;Friend or family member;Online Courses or Certification;Books / Physical media,8,3,"Developer, mobile",20 to 99 employees,IDR	Indonesian rupiah,,,Delphi;Java;Objective-C;PHP;SQL;Swift,Kotlin;Objective-C;Swift,MySQL;Oracle;SQLite,,,,,,,,Git,Git,Android Studio;Eclipse;NetBeans;Notepad++;Sublime Text;Visual Studio Code;Xcode,Android Studio;Sublime Text;Xcode,MacOS,Call a coworker or friend;Visit Stack Overflow;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"No, not really",No,25-34 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,
65687,65688,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Indonesia,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Courses or Certification",1,Less than 1 year,"Engineer, data","1,000 to 4,999 employees",IDR	Indonesian rupiah,7000000.0,Monthly,Python;SQL,Bash/Shell;Python;SQL,MySQL;Oracle;PostgreSQL,MySQL;Oracle;PostgreSQL,Google Cloud Platform;Oracle Cloud Infrastructure,Google Cloud Platform;Oracle Cloud Infrastructure,,,NumPy;Pandas,NumPy;Pandas,,,Notepad++;PyCharm;RStudio;Visual Studio Code,Notepad++;PyCharm;RStudio;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,Neutral,No,18-24 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,6144.0
65785,65786,"I used to be a developer by profession, but no longer am",Employed full-time,Indonesia,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);School;Online Forum;Friend or family member;Online Courses or Certification;Colleague;Books / Physical media",33,20,Engineering manager;Product manager,,,,,Java;JavaScript;Python;SQL,Dart;Go;Python;Rust;TypeScript,Microsoft SQL Server;PostgreSQL;Redis,Cassandra;Couchbase;DynamoDB;Elasticsearch;MongoDB;PostgreSQL;Redis,Microsoft Azure,AWS;Google Cloud Platform;Microsoft Azure,FastAPI;React.js,FastAPI;React.js;Vue.js,NumPy;Pandas,Apache Spark;Flutter;Hadoop;Keras;NumPy;Pandas;Qt;TensorFlow;Torch/PyTorch,Docker;Git,Ansible;Chef;Deno;Docker;Git;Kubernetes;Pulumi;Puppet;Unity 3D;Unreal Engine,Atom;IPython/Jupyter;Notepad++;Sublime Text;Visual Studio Code,Atom;IPython/Jupyter;Notepad++;Sublime Text;Visual Studio Code,Linux-based,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Meditate;Play games,Stack Overflow,Multiple times per day,Not sure/can't remember,,"Yes, somewhat",No,45-54 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Too long,Easy,
65842,65843,I am a developer by profession,Employed full-time,Indonesia,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,Coding Bootcamp;School;Online Forum;Friend or family member;Online Courses or Certification;Colleague;Books / Physical media,6,2,"Developer, back-end",10 to 19 employees,IDR	Indonesian rupiah,8000000.0,Monthly,Python,Rust,MariaDB;MongoDB;PostgreSQL;Redis;SQLite,,,,Django;FastAPI;Flask,Django;FastAPI,,,Git,Docker;Kubernetes;Yarn,PyCharm;Visual Studio Code,,Windows Subsystem for Linux (WSL),Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Meditate,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,Neutral,Yes,18-24 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,7020.0
65918,65919,"I used to be a developer by profession, but no longer am","Not employed, but looking for work",Indonesia,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35 - 44 years,"Other online resources (ex: videos, blogs, etc);Online Courses or Certification;Colleague;Books / Physical media",10,,"Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end;Database administrator",,,,,Delphi;HTML/CSS;Node.js;PHP;Python;Ruby;SQL,HTML/CSS;Node.js;PHP;Python;Ruby;SQL,Elasticsearch;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis,Elasticsearch;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis,DigitalOcean;Heroku,DigitalOcean;Heroku,Django;Express;FastAPI;Flask;Laravel;React.js;Ruby on Rails;Vue.js,Django;Express;FastAPI;Flask;Laravel;React.js;Ruby on Rails;Vue.js,,,Docker;Git;Kubernetes;Yarn,Docker;Git;Kubernetes;Yarn,Atom;Vim;Visual Studio Code,Atom;Vim;Visual Studio Code,Linux-based,Visit Stack Overflow;Go for a walk or other physical activity;Google it,Stack Overflow,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",Yes,35-44 years old,Man,No,Prefer not to say,East Asian,None of the above,"I have a mood or emotional disorder (e.g. depression, bipolar disorder);I have an anxiety disorder",Appropriate in length,Neither easy nor difficult,
65969,65970,I am a developer by profession,Employed full-time,Indonesia,,,Some college/university study without earning a degree,18 - 24 years,"Other online resources (ex: videos, blogs, etc);Online Courses or Certification;Books / Physical media",14,13,"Developer, front-end;Engineering manager","10,000 or more employees",IDR	Indonesian rupiah,35000000.0,Monthly,Bash/Shell;HTML/CSS;JavaScript;Node.js;PHP;SQL,Bash/Shell;HTML/CSS;JavaScript;Node.js;PHP;TypeScript,Couchbase;Firebase;MariaDB;MongoDB;MySQL,Elasticsearch;Firebase;MongoDB,AWS;Microsoft Azure,AWS;Google Cloud Platform;Microsoft Azure,Angular.js;Express;Gatsby;jQuery;Laravel;React.js;Vue.js,Gatsby;React.js;Vue.js,React Native,React Native,Docker;Git;Yarn,Docker;Git;Kubernetes,Android Studio;Sublime Text;Visual Studio Code;Xcode,Sublime Text;Visual Studio Code;Xcode,MacOS,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"No, not really",No,35-44 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,30732.0
66123,66124,I am a developer by profession,Employed full-time,Indonesia,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Books / Physical media",14,10,"Developer, full-stack;Engineer, data;Developer, back-end;Database administrator","1,000 to 4,999 employees",IDR	Indonesian rupiah,5000000.0,Monthly,JavaScript;PHP;SQL,JavaScript;PHP;Python;R;SQL,IBM DB2;MariaDB;MySQL,IBM DB2;MariaDB;MongoDB;MySQL,,,jQuery,FastAPI;jQuery;Laravel,,,Docker;Git;Kubernetes,Docker;Git;Kubernetes,Notepad++,Android Studio;Eclipse;Notepad++;RStudio;Visual Studio Code,Linux-based,Visit Stack Overflow;Google it;Visit another developer community (please name):,Stack Overflow,A few times per month or weekly,No,,Neutral,No,35-44 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,"I have a concentration and/or memory disorder (e.g. ADHD);I have a mood or emotional disorder (e.g. depression, bipolar disorder)",Too long,Easy,4392.0
66453,66454,I code primarily as a hobby,"Not employed, but looking for work",Indonesia,,,Some college/university study without earning a degree,11 - 17 years,Online Courses or Certification,5,,Data scientist or machine learning specialist;System administrator,,,,,C;C#;C++;HTML/CSS;Java;JavaScript;Python,C;C#;C++;HTML/CSS;Java;JavaScript;Python,Elasticsearch;MySQL,Elasticsearch;MySQL,,,,,,,Git,Git,Atom;Notepad++,Atom;Notepad++,Linux-based,Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Meditate;Play games,Stack Overflow,Multiple times per day,No,,Neutral,No,18-24 years old,Man,No,,Southeast Asian,Prefer not to say,"I have a mood or emotional disorder (e.g. depression, bipolar disorder)",Too short,Easy,
66479,66480,I am a developer by profession,Employed full-time,Indonesia,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification;Books / Physical media",5,5,"Developer, mobile;Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end;Developer, QA or test;Developer, embedded applications or devices;DevOps specialist;Engineering manager;Educator","10,000 or more employees",IDR	Indonesian rupiah,392000000.0,Yearly,HTML/CSS;Java;JavaScript;Kotlin;SQL;TypeScript,HTML/CSS;Java;JavaScript;Kotlin;SQL;TypeScript,Oracle;PostgreSQL;Redis,Oracle;PostgreSQL;Redis,,,Angular;Django;Express;Flask;jQuery;React.js;Ruby on Rails;Spring,Angular;React.js;Spring,,,Git,Git,IntelliJ;Webstorm,IntelliJ;Webstorm,Other (please specify):,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it,Stack Overflow,A few times per week,Yes,Less than once per month or monthly,"No, not at all",No,25-34 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,28687.0
66512,66513,I am a developer by profession,Employed full-time,Indonesia,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Online Courses or Certification",11,7,"Developer, full-stack;Developer, back-end;DevOps specialist",20 to 99 employees,IDR	Indonesian rupiah,21000000.0,Monthly,C#;Python;TypeScript,Python;TypeScript,MongoDB;PostgreSQL,PostgreSQL,AWS,AWS,Django;FastAPI;Vue.js,FastAPI;Vue.js,,,Ansible;Docker;Git,Docker;Git,IPython/Jupyter;Visual Studio Code,IPython/Jupyter;Visual Studio Code,MacOS,Visit Stack Overflow;Google it,Stack Overflow,Daily or almost daily,No,,"No, not at all",No,25-34 years old,Man,No,Prefer not to say,Southeast Asian,None of the above,None of the above,Too long,Neither easy nor difficult,18444.0
67076,67077,I am a developer by profession,Employed full-time,Indonesia,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification;Books / Physical media",7,4,"Developer, full-stack;Developer, back-end;DevOps specialist;System administrator",20 to 99 employees,IDR	Indonesian rupiah,,Monthly,Assembly;Bash/Shell;C;C++;Dart;Go;HTML/CSS;JavaScript;Node.js;PHP;Python;R;SQL;TypeScript,C;Go;PHP;Rust;TypeScript,Cassandra;DynamoDB;Elasticsearch;Firebase;IBM DB2;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,Couchbase;DynamoDB;Elasticsearch;MariaDB;MongoDB;MySQL;PostgreSQL;Redis,AWS;DigitalOcean;Google Cloud Platform,AWS;DigitalOcean;Google Cloud Platform;Heroku,Angular;ASP.NET;Drupal;Express;Flask;jQuery;Laravel;React.js,Angular;Express;FastAPI;Laravel;React.js;Svelte;Symfony;Vue.js,Hadoop;Keras;NumPy;Pandas;Qt,Hadoop;Keras;NumPy;Pandas;Qt;TensorFlow,Ansible;Docker;Git;Kubernetes;Yarn,Ansible;Deno;Docker;Git;Kubernetes;Terraform;Yarn,Android Studio;Atom;Eclipse;IntelliJ;IPython/Jupyter;NetBeans;Notepad++;PHPStorm;PyCharm;Sublime Text;Visual Studio;Visual Studio Code;Webstorm,IntelliJ;IPython/Jupyter;Neovim;PHPStorm;PyCharm;Vim;Webstorm,Linux-based,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"Yes, somewhat",Yes,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent;Multiracial;Southeast Asian;South Asian;Hispanic or Latino/a/x;Middle Eastern;East Asian;Biracial,None of the above,None of the above,Too long,Neither easy nor difficult,
67218,67219,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Indonesia,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Friend or family member;Online Courses or Certification;Colleague;Books / Physical media",7,5,"Developer, mobile;Developer, front-end;Developer, full-stack;Developer, back-end",2 to 9 employees,IDR	Indonesian rupiah,,Monthly,C;C++;HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript,Dart;Go;Kotlin;Python;Swift,Firebase;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Redis,MongoDB;Oracle,Google Cloud Platform;Microsoft Azure,,Angular;Angular.js;Express;jQuery;React.js,Angular;Angular.js;Express;jQuery;Laravel;React.js,.NET Framework;Cordova;React Native,Cordova;Flutter;React Native;TensorFlow,Git;Yarn,Docker;Git;Kubernetes,Android Studio;Notepad++;Visual Studio;Visual Studio Code,Android Studio;Notepad++;Visual Studio;Visual Studio Code,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow,Multiple times per day,Yes,Less than once per month or monthly,"Yes, somewhat",Yes,25-34 years old,Man,No,Straight / Heterosexual,Southeast Asian,Prefer not to say,Prefer not to say,Appropriate in length,Easy,
67219,67220,I am a developer by profession,Employed full-time,Indonesia,,,"Associate degree (A.A., A.S., etc.)",18 - 24 years,School,4,1,"Developer, full-stack",10 to 19 employees,IDR	Indonesian rupiah,7000000.0,Monthly,C;C#;C++;Go;Java;JavaScript;Node.js;PHP,JavaScript;Node.js;PHP,MongoDB;MySQL,MongoDB;MySQL,,,Express;jQuery;Laravel,Express;jQuery;Laravel,,,Git,Git,Notepad++;PHPStorm;Visual Studio Code,Visual Studio Code,Linux-based,Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",No,18-24 years old,Man,No,Prefer not to say,Southeast Asian,None of the above,"I have a mood or emotional disorder (e.g. depression, bipolar disorder);I have an anxiety disorder",Appropriate in length,Easy,6144.0
67300,67301,"I am not primarily a developer, but I write code sometimes as part of my work",Employed part-time,Indonesia,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);School;Online Forum;Friend or family member;Online Courses or Certification;Other (please specify):;Colleague;Books / Physical media",6,22,"Developer, mobile;Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Engineer, data;Data scientist or machine learning specialist;Developer, back-end;Database administrator;Developer, game or graphics;Developer, embedded applications or devices;Designer;Engineering manager;Engineer, site reliability;Product manager;Educator;Marketing or sales professional",500 to 999 employees,IDR	Indonesian rupiah,,Monthly,C++;Dart;Go;HTML/CSS;Java;JavaScript;Kotlin;Matlab;Node.js;PHP;PowerShell;Python;R;SQL,C++;Dart;Go;HTML/CSS;Java;JavaScript;Kotlin;Matlab;Node.js;PHP;PowerShell;Python;R;Ruby;SQL,DynamoDB;Firebase;MongoDB;MySQL;PostgreSQL;SQLite,DynamoDB;Firebase;MongoDB;MySQL;PostgreSQL;SQLite,,,Laravel;React.js;Vue.js,Laravel;React.js;Vue.js,Flutter;Keras;NumPy;Pandas;Qt;React Native;TensorFlow,Flutter;Keras;NumPy;Pandas;Qt;React Native;TensorFlow;Torch/PyTorch,Git,Git,Android Studio;Eclipse;Emacs;IntelliJ;Visual Studio;Visual Studio Code,Android Studio;Eclipse;IntelliJ;Visual Studio;Visual Studio Code,Windows,Visit Stack Overflow;Google it;Other (please specify):,Stack Overflow;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies),Multiple times per day,Yes,Less than once per month or monthly,"Yes, definitely",Yes,18-24 years old,"Man;Or, in your own words:","Or, in your own words:",Prefer to self-describe:,"Southeast Asian;Or, in your own words:","Or, in your own words:","Or, in your own words:",Appropriate in length,Easy,
67330,67331,I code primarily as a hobby,"Not employed, and not looking for work",Indonesia,,,Primary/elementary school,5 - 10 years,"Other online resources (ex: videos, blogs, etc);Friend or family member;Online Courses or Certification",1,,,,,,,HTML/CSS;JavaScript;Python,,Firebase,MySQL,,,React.js,,,,Git,,Atom;Eclipse;Emacs;IntelliJ;Neovim;Notepad++;PyCharm;Sublime Text;Vim;Visual Studio Code,Android Studio,Linux-based,Visit Stack Overflow;Google it;Do other work and come back later;Play games;Panic;Visit another developer community (please name):,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"No, not at all",Yes,Under 18 years old,Man,No,Straight / Heterosexual,I don't know,None of the above,None of the above,Appropriate in length,Easy,
